START	rep1_3mls_01	on 2017 June 11 at 11:08:58
TIME	MILP_for_positions_852_to_852	61.93
TIME	MILP_for_positions_844_to_844	63.69
TIME	MILP_for_positions_843_to_843	65.05
TIME	MILP_for_positions_845_to_845	65.68
TIME	MILP_for_positions_846_to_846	70.99
TIME	MILP_for_positions_850_to_850	66.29
TIME	MILP_for_positions_842_to_842	67.32
TIME	MILP_for_positions_858_to_858	66.18
TIME	MILP_for_positions_847_to_847	72.74
TIME	MILP_for_positions_851_to_851	71.35
TIME	MILP_for_positions_854_to_854	69.58
TIME	MILP_for_positions_848_to_848	74.56
TIME	MILP_for_positions_853_to_853	70.24
TIME	MILP_for_positions_849_to_849	74.81
TIME	MILP_for_positions_859_to_859	73.22
TIME	MILP_for_positions_857_to_857	71.51
TIME	MILP_for_positions_856_to_856	75.49
TIME	MILP_for_positions_855_to_855	75.04
TIME	MILP_for_positions_863_to_863	63.91
TIME	MILP_for_positions_872_to_872	61.67
TIME	MILP_for_positions_868_to_868	64.63
TIME	MILP_for_positions_860_to_860	67.98
TIME	MILP_for_positions_876_to_876	64.09
TIME	MILP_for_positions_870_to_870	88.83
TIME	MILP_for_positions_871_to_871	77.72
TIME	MILP_for_positions_869_to_869	66.35
TIME	MILP_for_positions_867_to_867	66.1
TIME	MILP_for_positions_864_to_864	70.7
TIME	MILP_for_positions_865_to_865	69.38
TIME	MILP_for_positions_875_to_875	67.75
TIME	MILP_for_positions_878_to_878	67.98
TIME	MILP_for_positions_861_to_861	69.34
TIME	MILP_for_positions_873_to_873	69.26
TIME	MILP_for_positions_877_to_877	68.17
TIME	MILP_for_positions_879_to_879	67.8
TIME	MILP_for_positions_880_to_880	68.1
TIME	MILP_for_positions_886_to_886	68.01
TIME	MILP_for_positions_862_to_862	67.8
TIME	MILP_for_positions_885_to_885	68.07
TIME	MILP_for_positions_884_to_884	68.96
TIME	MILP_for_positions_866_to_866	80.47
TIME	MILP_for_positions_882_to_882	80.88
TIME	MILP_for_positions_883_to_883	72.79
TIME	MILP_for_positions_881_to_881	73.59
TIME	MILP_for_positions_874_to_874	74.0
TIME	MILP_for_positions_902_to_902	61.18
TIME	MILP_for_positions_903_to_903	61.27
TIME	MILP_for_positions_904_to_904	61.69
TIME	MILP_for_positions_893_to_893	62.43
TIME	MILP_for_positions_901_to_901	69.59
TIME	MILP_for_positions_896_to_896	63.11
TIME	MILP_for_positions_897_to_897	63.33
TIME	MILP_for_positions_899_to_899	62.7
TIME	MILP_for_positions_891_to_891	63.87
TIME	MILP_for_positions_898_to_898	66.17
TIME	MILP_for_positions_889_to_889	64.78
TIME	MILP_for_positions_895_to_895	64.74
TIME	MILP_for_positions_890_to_890	65.7
TIME	MILP_for_positions_894_to_894	65.44
TIME	MILP_for_positions_892_to_892	66.04
TIME	MILP_for_positions_906_to_906	66.11
TIME	MILP_for_positions_888_to_888	67.88
TIME	MILP_for_positions_907_to_907	69.37
TIME	MILP_for_positions_905_to_905	74.01
TIME	MILP_for_positions_919_to_919	60.36
TIME	MILP_for_positions_900_to_900	73.81
TIME	MILP_for_positions_914_to_914	61.12
TIME	MILP_for_positions_916_to_916	61.55
TIME	MILP_for_positions_913_to_913	63.02
TIME	MILP_for_positions_917_to_917	64.48
TIME	MILP_for_positions_910_to_910	64.61
TIME	MILP_for_positions_911_to_911	65.38
TIME	MILP_for_positions_918_to_918	64.8
TIME	MILP_for_positions_912_to_912	65.4
TIME	MILP_for_positions_908_to_908	72.08
TIME	MILP_for_positions_909_to_909	69.79
TIME	MILP_for_positions_915_to_915	70.1
TIME	MILP_for_positions_926_to_926	59.43
TIME	MILP_for_positions_920_to_920	63.31
TIME	MILP_for_positions_921_to_921	64.0
TIME	MILP_for_positions_887_to_887	90.65
TIME	MILP_for_positions_925_to_925	64.31
TIME	MILP_for_positions_923_to_923	65.24
TIME	MILP_for_positions_922_to_922	68.02
TIME	MILP_for_positions_924_to_924	77.79
TIME	MILP_for_positions_928_to_928	62.15
TIME	MILP_for_positions_933_to_933	63.3
TIME	MILP_for_positions_934_to_934	65.74
TIME	MILP_for_positions_930_to_930	65.48
TIME	MILP_for_positions_929_to_929	65.54
TIME	MILP_for_positions_935_to_935	66.17
TIME	MILP_for_positions_931_to_931	67.98
TIME	MILP_for_positions_932_to_932	69.38
TIME	MILP_for_positions_947_to_947	59.65
TIME	MILP_for_positions_950_to_950	60.7
TIME	MILP_for_positions_945_to_945	63.16
TIME	MILP_for_positions_942_to_942	65.18
TIME	MILP_for_positions_941_to_941	63.72
TIME	MILP_for_positions_944_to_944	64.63
TIME	MILP_for_positions_943_to_943	63.85
TIME	MILP_for_positions_939_to_939	64.01
TIME	MILP_for_positions_940_to_940	64.32
TIME	MILP_for_positions_946_to_946	63.91
TIME	MILP_for_positions_937_to_937	67.01
TIME	MILP_for_positions_938_to_938	66.34
TIME	MILP_for_positions_948_to_948	71.04
TIME	MILP_for_positions_936_to_936	68.78
TIME	MILP_for_positions_949_to_949	74.29
TIME	MILP_for_positions_927_to_927	82.49
TIME	MILP_for_positions_954_to_954	62.55
TIME	MILP_for_positions_951_to_951	63.07
TIME	MILP_for_positions_952_to_952	66.35
TIME	MILP_for_positions_958_to_958	65.76
TIME	MILP_for_positions_959_to_959	63.46
TIME	MILP_for_positions_953_to_953	65.79
TIME	MILP_for_positions_957_to_957	67.34
TIME	MILP_for_positions_964_to_964	66.62
TIME	MILP_for_positions_963_to_963	66.12
TIME	MILP_for_positions_955_to_955	66.62
TIME	MILP_for_positions_962_to_962	68.7
TIME	MILP_for_positions_956_to_956	68.67
TIME	MILP_for_positions_960_to_960	69.26
TIME	MILP_for_positions_961_to_961	68.52
TIME	MILP_for_positions_965_to_965	70.26
TIME	MILP_for_positions_980_to_980	61.08
TIME	MILP_for_positions_978_to_978	63.21
TIME	MILP_for_positions_979_to_979	62.31
TIME	MILP_for_positions_971_to_971	62.59
TIME	MILP_for_positions_972_to_972	63.1
TIME	MILP_for_positions_968_to_968	63.68
TIME	MILP_for_positions_981_to_981	64.42
TIME	MILP_for_positions_977_to_977	63.55
TIME	MILP_for_positions_966_to_966	63.93
TIME	MILP_for_positions_967_to_967	64.89
TIME	MILP_for_positions_969_to_969	66.09
TIME	MILP_for_positions_970_to_970	67.51
TIME	MILP_for_positions_976_to_976	69.19
TIME	MILP_for_positions_974_to_974	68.42
TIME	MILP_for_positions_988_to_988	67.38
TIME	MILP_for_positions_986_to_986	68.43
TIME	MILP_for_positions_985_to_985	70.84
TIME	MILP_for_positions_987_to_987	69.07
TIME	MILP_for_positions_973_to_973	113.14
TIME	MILP_for_positions_989_to_989	70.75
TIME	MILP_for_positions_990_to_990	75.36
TIME	MILP_for_positions_975_to_975	72.07
TIME	MILP_for_positions_982_to_982	71.59
TIME	MILP_for_positions_983_to_983	73.37
TIME	MILP_for_positions_984_to_984	76.76
TIME	MILP_for_positions_997_to_997	63.14
TIME	MILP_for_positions_1001_to_1001	66.78
TIME	MILP_for_positions_1002_to_1002	64.23
TIME	MILP_for_positions_1007_to_1007	66.79
TIME	MILP_for_positions_1005_to_1005	63.77
TIME	MILP_for_positions_992_to_992	65.01
TIME	MILP_for_positions_991_to_991	64.75
TIME	MILP_for_positions_998_to_998	64.98
TIME	MILP_for_positions_996_to_996	65.24
TIME	MILP_for_positions_1006_to_1006	66.53
TIME	MILP_for_positions_995_to_995	65.67
TIME	MILP_for_positions_999_to_999	70.38
TIME	MILP_for_positions_1004_to_1004	68.16
TIME	MILP_for_positions_994_to_994	66.38
TIME	MILP_for_positions_993_to_993	71.71
TIME	MILP_for_positions_1012_to_1012	71.99
TIME	MILP_for_positions_1000_to_1000	74.87
TIME	MILP_for_positions_1010_to_1010	68.33
TIME	MILP_for_positions_1009_to_1009	71.28
TIME	MILP_for_positions_1011_to_1011	72.21
TIME	MILP_for_positions_1003_to_1003	75.46
TIME	MILP_for_positions_1024_to_1024	62.51
TIME	MILP_for_positions_1008_to_1008	73.37
TIME	MILP_for_positions_1017_to_1017	63.39
TIME	MILP_for_positions_1020_to_1020	65.47
TIME	MILP_for_positions_1016_to_1016	68.32
TIME	MILP_for_positions_1015_to_1015	68.17
TIME	MILP_for_positions_1022_to_1022	66.85
TIME	MILP_for_positions_1013_to_1013	74.23
TIME	MILP_for_positions_1021_to_1021	68.76
TIME	MILP_for_positions_1018_to_1018	71.38
TIME	MILP_for_positions_1023_to_1023	71.28
TIME	MILP_for_positions_1019_to_1019	75.36
TIME	MILP_for_positions_1025_to_1025	66.68
TIME	MILP_for_positions_1028_to_1028	66.04
TIME	MILP_for_positions_1026_to_1026	69.52
TIME	MILP_for_positions_1027_to_1027	69.87
TIME	MILP_for_positions_1036_to_1036	67.27
TIME	MILP_for_positions_1031_to_1031	63.62
TIME	MILP_for_positions_1030_to_1030	67.74
TIME	MILP_for_positions_1034_to_1034	65.24
TIME	MILP_for_positions_1014_to_1014	98.84
TIME	MILP_for_positions_1029_to_1029	67.43
TIME	MILP_for_positions_1032_to_1032	72.21
TIME	MILP_for_positions_1033_to_1033	70.61
TIME	MILP_for_positions_1035_to_1035	74.05
TIME	MILP_for_positions_1050_to_1050	63.13
TIME	MILP_for_positions_1039_to_1039	64.27
TIME	MILP_for_positions_1046_to_1046	65.73
TIME	MILP_for_positions_1042_to_1042	69.19
TIME	MILP_for_positions_1040_to_1040	64.63
TIME	MILP_for_positions_1049_to_1049	67.89
TIME	MILP_for_positions_1047_to_1047	67.19
TIME	MILP_for_positions_1053_to_1053	65.63
TIME	MILP_for_positions_1041_to_1041	68.58
TIME	MILP_for_positions_1051_to_1051	69.38
TIME	MILP_for_positions_1052_to_1052	66.55
TIME	MILP_for_positions_1048_to_1048	69.62
TIME	MILP_for_positions_1045_to_1045	69.4
TIME	MILP_for_positions_1044_to_1044	66.83
TIME	MILP_for_positions_1043_to_1043	67.37
TIME	MILP_for_positions_1055_to_1055	67.28
TIME	MILP_for_positions_1056_to_1056	72.24
TIME	MILP_for_positions_1054_to_1054	70.05
TIME	MILP_for_positions_1071_to_1071	59.1
TIME	MILP_for_positions_1070_to_1070	60.85
TIME	MILP_for_positions_1038_to_1038	82.58
TIME	MILP_for_positions_1069_to_1069	61.3
TIME	MILP_for_positions_1059_to_1059	62.63
TIME	MILP_for_positions_1066_to_1066	64.71
TIME	MILP_for_positions_1065_to_1065	65.31
TIME	MILP_for_positions_1037_to_1037	80.83
TIME	MILP_for_positions_1062_to_1062	66.55
TIME	MILP_for_positions_1068_to_1068	65.83
TIME	MILP_for_positions_1063_to_1063	68.01
TIME	MILP_for_positions_1067_to_1067	66.18
TIME	MILP_for_positions_1060_to_1060	65.65
TIME	MILP_for_positions_1064_to_1064	71.17
TIME	MILP_for_positions_1057_to_1057	69.67
TIME	MILP_for_positions_1061_to_1061	73.07
TIME	MILP_for_positions_1077_to_1077	63.97
TIME	MILP_for_positions_1078_to_1078	67.37
TIME	MILP_for_positions_1076_to_1076	67.01
TIME	MILP_for_positions_1075_to_1075	67.02
TIME	MILP_for_positions_1058_to_1058	79.92
TIME	MILP_for_positions_1074_to_1074	68.67
TIME	MILP_for_positions_1072_to_1072	69.31
DISK_USAGE	after_MILP	14792
DISK_USAGE	after_removing_MILP_files	6192
SUB_TIME	clustering	62.2947540283
SUB_TIME	antibody_complex_assembly_and_relaxation	20.2853598595
SUB_TIME	clustering	82.6232821941
DISK_USAGE	final	15216
FINISH	rep1_3mls_01	on 2017 June 11 at 23:39:21
TIME	MILP_for_positions_1073_to_1073	143.28
